ID	# PATHWAYS CONTAINING	AVG. DIFF. EXP. CASES	DEGREE	IS EXCEPTION?
ENSG00000179144	0	.00	2	true
ENSG00000090554	0	.00	1	true
ENSG00000115935	0	.00	2	true
ENSG00000069974	0	.00	1	true
ENSG00000110244	0	.00	1	true
ENSG00000205981	0	.00	1	true
ENSG00000066468	0	.00	12	true
ENSG00000168495	0	.00	2	true
ENSG00000055332	0	.00	7	true
ENSG00000168496	0	.00	2	true
ENSG00000127948	0	.00	1	true
ENSG00000168497	0	.00	3	true
ENSG00000162711	0	.00	4	true
ENSG00000101773	0	.00	13	true
ENSG00000147536	0	.00	1	true
ENSG00000091879	0	.00	1	true
ENSG00000185811	0	.00	1	true
ENSG00000122257	0	.00	1	true
ENSG00000144028	0	.00	1	true
ENSG00000136869	0	.00	2	true
ENSG00000239306	0	.00	1	true
ENSG00000136868	0	.00	1	true
ENSG00000146670	0	.00	3	true
ENSG00000134684	0	.00	2	true
ENSG00000181472	0	.00	2	true
ENSG00000075388	0	.00	1	true
ENSG00000113302	0	.00	2	true
ENSG00000137713	0	.00	1	true
ENSG00000136861	0	.00	13	true
ENSG00000197822	0	.00	2	true
ENSG00000113300	0	.00	1	true
ENSG00000170345	0	.00	5	true
ENSG00000145349	0	.00	5	true
ENSG00000168028	0	.00	1	true
ENSG00000127914	0	.00	1	true
ENSG00000125733	0	.00	1	true
ENSG00000090534	0	.00	1	true
ENSG00000179151	0	.00	1	true
ENSG00000143164	0	.00	1	true
ENSG00000125735	0	.00	1	true
ENSG00000146674	0	.00	2	true
ENSG00000274997	0	.00	1	true
ENSG00000272333	0	.00	13	true
ENSG00000090539	0	.00	1	true
ENSG00000122223	0	.00	2	true
ENSG00000125730	0	.00	2	true
ENSG00000146678	0	.00	2	true
ENSG00000184979	0	.00	2	true
ENSG00000116809	0	.00	4	true
ENSG00000213585	0	.00	3	true
ENSG00000181004	0	.00	13	true
ENSG00000021574	0	.00	1	true
ENSG00000259384	0	.00	2	true
ENSG00000076248	0	.00	1	true
ENSG00000136874	0	.00	2	true
ENSG00000196961	0	.00	1	true
ENSG00000167186	0	.00	1	true
ENSG00000172531	0	.00	7	true
ENSG00000076242	0	.00	1	true
ENSG00000111596	0	.00	8	true
ENSG00000172534	0	.00	5	true
ENSG00000249115	0	.00	1	true
ENSG00000276701	0	.00	2	true
ENSG00000168036	0	.00	31	true
ENSG00000127928	0	.00	2	true
ENSG00000134690	0	.00	5	true
ENSG00000032219	0	.00	1	true
ENSG00000125743	0	.00	2	true
ENSG00000127922	0	.00	3	true
ENSG00000162736	0	.00	6	true
ENSG00000160551	0	.00	1	true
ENSG00000145335	0	.00	3	true
ENSG00000125740	0	.00	1	true
ENSG00000161405	0	.00	1	true
ENSG00000184502	0	.00	1	true
ENSG00000161888	0	.00	1	true
ENSG00000100462	0	.00	8	true
ENSG00000085185	0	.00	2	true
ENSG00000136848	0	.00	2	true
ENSG00000115904	0	.00	2	true
ENSG00000112877	0	.00	3	true
ENSG00000110218	0	.00	2	true
ENSG00000157782	0	.00	1	true
ENSG00000169375	0	.00	2	true
ENSG00000196510	0	.00	1	true
ENSG00000174720	0	.00	5	true
ENSG00000113721	0	.00	11	true
ENSG00000170365	0	.00	6	true
ENSG00000169371	0	.00	2	true
ENSG00000167193	0	.00	7	true
ENSG00000168040	0	.00	7	true
ENSG00000158636	0	.00	1	true
ENSG00000079332	0	.00	1	true
ENSG00000275824	0	.00	4	true
ENSG00000030066	0	.00	1	true
ENSG00000121351	0	.00	2	true
ENSG00000160563	0	.00	1	true
ENSG00000164924	0	.00	2	true
ENSG00000148835	0	.00	6	true
ENSG00000183207	0	.00	6	true
ENSG00000059728	0	.00	3	true
ENSG00000136859	0	.00	1	true
ENSG00000239732	0	.00	1	true
ENSG00000122691	16	1.00	2	false
ENSG00000155111	0	.00	2	true
ENSG00000066027	0	.00	1	true
ENSG00000111537	0	.00	1	true
ENSG00000119042	0	.00	1	true
ENSG00000110200	0	.00	1	true
ENSG00000250506	0	.00	3	true
ENSG00000173402	0	.00	2	true
ENSG00000113712	0	.00	5	true
ENSG00000131165	0	.00	3	true
ENSG00000171223	3	1.00	4	false
ENSG00000119048	0	.00	5	true
ENSG00000111530	0	.00	3	true
ENSG00000005249	0	.00	2	true
ENSG00000077152	0	.00	1	true
ENSG00000146648	0	.00	24	true
ENSG00000204217	0	.00	5	true
ENSG00000077150	16	1.00	5	false
ENSG00000266094	0	1.00	4	false
ENSG00000058404	0	.00	2	true
ENSG00000100888	0	.00	1	true
ENSG00000100401	0	.00	3	true
ENSG00000163602	0	.00	2	true
ENSG00000122694	0	.00	1	true
ENSG00000164930	0	.00	1	true
ENSG00000089123	0	.00	1	true
ENSG00000181019	0	.00	1	true
ENSG00000136827	0	.00	1	true
ENSG00000136826	0	.00	4	true
ENSG00000188906	0	.00	3	true
ENSG00000136824	0	.00	3	true
ENSG00000068654	0	.00	1	true
ENSG00000196531	0	.00	1	true
ENSG00000174744	0	.00	1	true
ENSG00000168066	0	.00	2	true
ENSG00000133794	0	.00	1	true
ENSG00000173894	0	.00	4	true
ENSG00000180182	0	.00	3	true
ENSG00000157764	0	.00	7	true
ENSG00000134644	0	.00	1	true
ENSG00000168062	0	.00	1	true
ENSG00000171236	0	.00	4	true
ENSG00000198707	0	.00	1	true
ENSG00000145782	0	.00	4	true
ENSG00000100433	0	.00	1	true
ENSG00000135506	0	.00	3	true
ENSG00000239754	0	.00	1	true
ENSG00000172572	0	.00	3	true
ENSG00000164949	0	1.00	3	false
ENSG00000180198	0	.00	1	true
ENSG00000130294	0	.00	2	true
ENSG00000132471	0	.00	1	true
ENSG00000131142	0	.00	1	true
ENSG00000135503	0	.00	2	true
ENSG00000099381	0	.00	2	true
ENSG00000162772	3	1.00	2	false
ENSG00000102606	0	.00	6	true
ENSG00000108381	0	.00	1	true
ENSG00000108384	0	.00	2	true
ENSG00000079308	0	.00	1	true
ENSG00000147955	0	.00	1	true
ENSG00000136802	0	.00	5	true
ENSG00000165806	0	.00	5	true
ENSG00000163629	0	.00	2	true
ENSG00000136807	0	.00	11	true
ENSG00000198730	0	.00	3	true
ENSG00000281221	0	.00	1	true
ENSG00000154237	0	.00	2	true
ENSG00000142252	0	.00	1	true
ENSG00000242092	0	.00	1	true
ENSG00000185420	0	.00	1	true
ENSG00000107485	0	.00	3	true
ENSG00000254087	0	.00	4	true
ENSG00000163631	0	.00	1	true
ENSG00000122641	0	.00	2	true
ENSG00000092330	0	.00	4	true
ENSG00000168090	0	.00	7	true
ENSG00000136816	0	.00	1	true
ENSG00000091483	0	.00	6	true
ENSG00000171262	0	.00	1	true
ENSG00000071894	0	.00	1	true
ENSG00000165819	0	.00	2	true
ENSG00000196542	0	.00	3	true
ENSG00000172115	0	.00	1	true
ENSG00000196544	0	.00	1	true
ENSG00000174775	0	.00	14	true
ENSG00000057593	0	.00	1	true
ENSG00000119487	0	.00	1	true
ENSG00000154229	0	.00	1	true
ENSG00000008710	0	.00	1	true
ENSG00000136810	0	.00	5	true
ENSG00000198728	0	.00	1	true
ENSG00000007866	0	.00	1	true
ENSG00000105290	0	.00	1	true
ENSG00000123505	0	.00	1	true
ENSG00000185896	0	.00	1	true
ENSG00000139083	0	.00	1	true
ENSG00000115091	0	.00	6	true
ENSG00000143575	0	.00	1	true
ENSG00000066032	0	.00	1	true
ENSG00000134602	0	.00	4	true
ENSG00000047315	0	.00	3	true
ENSG00000112855	0	.00	1	true
ENSG00000067369	0	.00	6	true
ENSG00000078018	0	.00	1	true
ENSG00000135932	0	.00	3	true
ENSG00000181072	0	.00	2	true
ENSG00000135930	0	.00	2	true
ENSG00000184110	0	.00	11	true
ENSG00000142230	0	.00	1	true
ENSG00000124802	0	.00	1	true
ENSG00000089159	0	.00	4	true
ENSG00000109685	0	.00	2	true
ENSG00000106178	0	.00	1	true
ENSG00000164985	0	.00	2	true
ENSG00000121774	0	.00	2	true
ENSG00000144895	0	.00	1	true
ENSG00000174791	0	.00	2	true
ENSG00000187608	0	.00	3	true
ENSG00000239713	0	.00	4	true
ENSG00000066044	0	.00	2	true
ENSG00000108349	0	.00	5	true
ENSG00000132437	0	.00	1	true
ENSG00000197892	0	.00	1	true
ENSG00000164508	0	.00	1	true
ENSG00000156860	0	.00	1	true
ENSG00000198742	0	.00	1	true
ENSG00000174799	0	.00	2	true
ENSG00000175643	0	.00	3	true
ENSG00000118137	0	.00	2	true
ENSG00000109670	0	.00	2	true
ENSG00000124813	0	.00	5	true
ENSG00000100865	0	.00	2	true
ENSG00000184584	0	.00	9	true
ENSG00000162337	0	.00	1	true
ENSG00000108342	0	.00	1	true
ENSG00000185436	0	.00	1	true
ENSG00000196591	0	.00	12	true
ENSG00000131558	0	.00	2	true
ENSG00000197442	0	.00	6	true
ENSG00000173473	0	.00	1	true
ENSG00000197444	0	.00	1	true
ENSG00000266028	0	.00	4	true
ENSG00000130222	0	.00	3	true
ENSG00000181090	0	.00	4	true
ENSG00000143546	0	.00	1	true
ENSG00000161011	0	1.00	11	false
ENSG00000100813	0	.00	2	true
ENSG00000100811	0	.00	6	true
ENSG00000084764	0	.00	1	true
ENSG00000108771	0	.00	2	true
ENSG00000161016	0	.00	1	true
ENSG00000138180	0	.00	1	true
ENSG00000162344	0	.00	2	true
ENSG00000204628	0	.00	3	true
ENSG00000108773	0	.00	6	true
ENSG00000106105	0	.00	1	true
ENSG00000173482	0	.00	1	true
ENSG00000105258	0	.00	1	true
ENSG00000155511	0	.00	1	true
ENSG00000151150	0	.00	2	true
ENSG00000196584	0	.00	2	true
ENSG00000175662	0	.00	1	true
ENSG00000196586	0	.00	4	true
ENSG00000128394	0	.00	2	true
ENSG00000172156	0	.00	3	true
ENSG00000153339	0	.00	1	true
ENSG00000133740	0	.00	1	true
ENSG00000145715	0	.00	3	true
ENSG00000144867	0	.00	1	true
ENSG00000115053	0	.00	5	true
ENSG00000120438	0	.00	4	true
ENSG00000091039	0	.00	1	true
ENSG00000142208	0	.00	20	true
ENSG00000106100	0	.00	3	true
ENSG00000105254	0	.00	1	true
ENSG00000198791	0	.00	3	true
ENSG00000130202	0	.00	2	true
ENSG00000130203	0	.00	2	true
ENSG00000154654	0	.00	1	true
ENSG00000197461	0	.00	3	true
ENSG00000198793	0	.00	13	true
ENSG00000108799	0	.00	2	true
ENSG00000174343	0	.00	1	true
ENSG00000129691	0	.00	14	true
ENSG00000172164	0	.00	1	true
ENSG00000155508	0	.00	2	true
ENSG00000123908	0	.00	20	true
ENSG00000242076	0	.00	1	true
ENSG00000078053	0	.00	1	true
ENSG00000185483	0	.00	1	true
ENSG00000100836	0	.00	3	true
ENSG00000058453	0	.00	1	true
ENSG00000115085	0	.00	2	true
ENSG00000081237	0	.00	2	true
ENSG00000096717	0	.00	16	true
ENSG00000129219	0	.00	1	true
ENSG00000138160	0	.00	3	true
ENSG00000162367	0	.00	18	true
ENSG00000205937	0	.00	3	true
ENSG00000142677	0	.00	1	true
ENSG00000108312	0	.00	3	true
ENSG00000149295	0	.00	1	true
ENSG00000173020	1	.00	2	true
ENSG00000073614	0	.00	1	true
ENSG00000130699	0	.00	9	true
ENSG00000197451	0	.00	1	true
ENSG00000150281	0	.00	1	true
ENSG00000198783	0	.00	2	true
ENSG00000172175	0	.00	4	true
ENSG00000196126	0	.00	1	true
ENSG00000172179	0	.00	2	true
ENSG00000175203	0	.00	2	true
ENSG00000163220	0	.00	1	true
ENSG00000079385	0	.00	1	true
ENSG00000160193	0	.00	5	true
ENSG00000143514	1	1.00	10	false
ENSG00000079387	0	.00	2	true
ENSG00000078061	0	.00	3	true
ENSG00000100823	0	.00	2	true
ENSG00000144848	0	.00	1	true
ENSG00000138175	0	.00	14	true
ENSG00000140009	0	.00	5	true
ENSG00000168916	0	.00	2	true
ENSG00000188986	0	.00	1	true
ENSG00000080371	0	.00	1	true
ENSG00000132964	0	.00	18	true
ENSG00000130787	0	.00	1	true
ENSG00000173391	0	.00	1	true
ENSG00000130303	0	.00	1	true
ENSG00000108854	0	.00	4	true
ENSG00000070159	0	.00	3	true
ENSG00000178607	0	.00	5	true
ENSG00000242498	0	.00	2	true
ENSG00000179934	0	.00	3	true
ENSG00000139116	0	.00	2	true
ENSG00000116478	0	.00	25	true
ENSG00000004766	0	.00	9	true
ENSG00000151247	0	.00	9	true
ENSG00000086504	0	.00	1	true
ENSG00000163110	0	.00	3	true
ENSG00000139112	0	.00	3	true
ENSG00000116473	0	.00	1	true
ENSG00000188895	0	.00	1	true
ENSG00000282947	0	.00	3	true
ENSG00000163599	0	.00	1	true
ENSG00000141446	0	.00	1	true
ENSG00000103168	0	.00	1	true
ENSG00000129315	0	.00	9	true
ENSG00000179941	0	.00	4	true
ENSG00000198681	0	.00	1	true
ENSG00000074527	0	.00	2	true
ENSG00000099804	0	.00	1	true
ENSG00000254470	0	.00	2	true
ENSG00000103150	0	.00	1	true
ENSG00000244687	0	.00	2	true
ENSG00000213923	0	.00	4	true
ENSG00000175104	0	.00	12	true
ENSG00000213927	0	.00	1	true
ENSG00000229058	0	.00	1	true
ENSG00000168811	0	.00	4	true
ENSG00000187555	0	.00	6	true
ENSG00000258839	0	.00	2	true
ENSG00000185379	0	.00	2	true
ENSG00000168818	0	.00	5	true
ENSG00000184047	0	.00	1	true
ENSG00000049541	0	.00	1	true
ENSG00000224608	0	.00	1	true
ENSG00000140105	0	.00	2	true
ENSG00000167965	0	.00	2	true
ENSG00000141434	0	.00	1	true
ENSG00000141433	0	.00	1	true
ENSG00000108840	0	.00	1	true
ENSG00000148053	0	.00	3	true
ENSG00000103187	0	.00	1	true
ENSG00000175592	3	1.00	6	false
ENSG00000130766	0	.00	2	true
ENSG00000072310	0	.00	5	true
ENSG00000197386	0	.00	7	true
ENSG00000110711	0	.00	1	true
ENSG00000126261	0	.00	2	true
ENSG00000175595	0	.00	3	true
ENSG00000110713	0	.00	1	true
ENSG00000121807	0	.00	5	true
ENSG00000282932	0	.00	1	true
ENSG00000274070	0	.00	1	true
ENSG00000118640	0	.00	2	true
ENSG00000100906	16	1.00	9	false
ENSG00000116016	0	.00	5	true
ENSG00000243364	0	.00	1	true
ENSG00000144935	0	.00	3	true
ENSG00000115163	0	.00	20	true
ENSG00000167971	0	.00	2	true
ENSG00000137393	0	1.00	1	false
ENSG00000163131	0	.00	2	true
ENSG00000106211	0	.00	2	true
ENSG00000277104	0	.00	1	true
ENSG00000124089	0	.00	2	true
ENSG00000141425	0	.00	4	true
ENSG00000140575	0	.00	3	true
ENSG00000177302	0	.00	2	true
ENSG00000151694	0	.00	2	true
ENSG00000198223	0	.00	1	true
ENSG00000130779	0	.00	9	true
ENSG00000249915	0	.00	3	true
ENSG00000154727	0	.00	1	true
ENSG00000274081	0	.00	2	true
ENSG00000003402	0	.00	3	true
ENSG00000064703	0	.00	2	true
ENSG00000118655	0	.00	2	true
ENSG00000167985	0	.00	1	true
ENSG00000167986	0	.00	17	true
ENSG00000100902	0	.00	2	true
ENSG00000061676	0	.00	4	true
ENSG00000162298	0	.00	1	true
ENSG00000036257	0	.00	7	true
ENSG00000084774	0	.00	2	true
ENSG00000106683	0	.00	2	true
ENSG00000128422	0	.00	1	true
ENSG00000268606	0	.00	3	true
ENSG00000107968	16	1.00	1	false
ENSG00000070193	0	.00	1	true
ENSG00000119950	0	.00	1	true
ENSG00000154710	0	.00	2	true
ENSG00000167996	0	.00	1	true
ENSG00000163154	0	.00	2	true
ENSG00000282905	1	.00	1	true
ENSG00000167513	0	.00	4	true
ENSG00000114251	0	.00	1	true
ENSG00000239282	0	.00	2	true
ENSG00000103126	0	.00	7	true
ENSG00000107960	0	.00	4	true
ENSG00000163159	0	.00	1	true
ENSG00000125398	0	1.00	1	false
ENSG00000164007	0	.00	2	true
ENSG00000142731	0	.00	6	true
ENSG00000095002	0	.00	2	true
ENSG00000152520	0	.00	1	true
ENSG00000100084	0	.00	2	true
ENSG00000127580	0	.00	4	true
ENSG00000025156	0	.00	1	true
ENSG00000120948	0	.00	3	true
ENSG00000117758	0	.00	1	true
ENSG00000120949	0	.00	1	true
ENSG00000139567	0	.00	6	true
ENSG00000266412	0	.00	1	true
ENSG00000117751	0	.00	1	true
ENSG00000257949	0	.00	2	true
ENSG00000112062	0	.00	2	true
ENSG00000163161	0	.00	10	true
ENSG00000186265	0	.00	1	true
ENSG00000149357	0	.00	5	true
ENSG00000082175	0	.00	7	true
ENSG00000102265	0	.00	1	true
ENSG00000147162	0	.00	2	true
ENSG00000105325	0	.00	4	true
ENSG00000130724	0	.00	1	true
ENSG00000105329	0	.00	7	true
ENSG00000130725	0	.00	5	true
ENSG00000130726	0	.00	4	true
ENSG00000115128	0	.00	1	true
ENSG00000114279	0	.00	2	true
ENSG00000138686	0	.00	14	true
ENSG00000004700	0	.00	6	true
ENSG00000116455	0	.00	3	true
ENSG00000167535	0	.00	1	true
ENSG00000138685	0	.00	4	true
ENSG00000169710	0	.00	1	true
ENSG00000159140	0	.00	1	true
ENSG00000058056	0	.00	1	true
ENSG00000186298	0	.00	4	true
ENSG00000166200	0	.00	4	true
ENSG00000140538	0	.00	2	true
ENSG00000078900	0	.00	11	true
ENSG00000148498	0	.00	4	true
ENSG00000141867	0	.00	13	true
ENSG00000147168	0	.00	6	true
ENSG00000276211	0	.00	7	true
ENSG00000196090	0	.00	2	true
ENSG00000078902	0	.00	1	true
ENSG00000166206	0	.00	1	true
ENSG00000103148	0	.00	1	true
ENSG00000107984	0	.00	2	true
ENSG00000126226	0	.00	2	true
ENSG00000125378	0	.00	2	true
ENSG00000158290	0	.00	5	true
ENSG00000076706	0	.00	1	true
ENSG00000108821	0	.00	1	true
ENSG00000205084	0	.00	1	true
ENSG00000140519	0	.00	1	true
ENSG00000099821	0	.00	2	true
ENSG00000070182	0	.00	1	true
ENSG00000139549	0	.00	1	true
ENSG00000026025	0	.00	3	true
ENSG00000179526	0	.00	6	true
ENSG00000138698	0	.00	1	true
ENSG00000213949	0	.00	1	true
ENSG00000139546	0	.00	3	true
ENSG00000066926	0	.00	1	true
ENSG00000168876	0	.00	1	true
ENSG00000186283	0	.00	1	true
ENSG00000115594	0	.00	2	true
ENSG00000112081	0	.00	1	true
ENSG00000164032	0	.00	3	true
ENSG00000115590	0	.00	1	true
ENSG00000132906	0	.00	5	true
ENSG00000140525	0	.00	2	true
ENSG00000099817	0	.00	3	true
ENSG00000169727	0	.00	5	true
ENSG00000167548	0	.00	2	true
ENSG00000196083	0	.00	3	true
ENSG00000125351	0	.00	6	true
ENSG00000101384	0	.00	1	true
ENSG00000147140	0	.00	4	true
ENSG00000104897	0	.00	1	true
ENSG00000160917	0	.00	1	true
ENSG00000137337	0	.00	8	true
ENSG00000115548	0	.00	2	true
ENSG00000064313	0	.00	1	true
ENSG00000113368	0	.00	7	true
ENSG00000136002	0	.00	2	true
ENSG00000112039	0	.00	1	true
ENSG00000205476	0	.00	1	true
ENSG00000096384	0	.00	9	true
ENSG00000164045	0	.00	5	true
ENSG00000140992	0	.00	2	true
ENSG00000168404	0	.00	2	true
ENSG00000113360	0	.00	9	true
ENSG00000166226	0	.00	4	true
ENSG00000140990	0	.00	1	true
ENSG00000138663	0	.00	5	true
ENSG00000119912	0	.00	4	true
ENSG00000167552	0	.00	1	true
ENSG00000136485	0	.00	1	true
ENSG00000168884	1	.00	1	true
ENSG00000139990	0	.00	1	true
ENSG00000119917	0	.00	1	true
ENSG00000125354	0	.00	3	true
ENSG00000104884	0	.00	8	true
ENSG00000104885	0	.00	4	true
ENSG00000198286	0	.00	4	true
ENSG00000149311	0	.00	12	true
ENSG00000180530	0	1.00	1	false
ENSG00000147133	0	.00	6	true
ENSG00000114209	0	.00	5	true
ENSG00000104408	0	.00	11	true
ENSG00000164050	0	.00	2	true
ENSG00000112029	0	.00	8	true
ENSG00000117713	0	.00	2	true
ENSG00000138675	0	.00	2	true
ENSG00000113356	0	.00	3	true
ENSG00000187151	0	.00	1	true
ENSG00000114200	0	.00	1	true
ENSG00000136492	0	.00	2	true
ENSG00000188486	0	.00	11	true
ENSG00000119922	0	.00	1	true
ENSG00000169744	0	.00	8	true
ENSG00000138674	0	.00	1	true
ENSG00000165389	0	.00	3	true
ENSG00000159110	0	.00	6	true
ENSG00000164053	0	.00	3	true
ENSG00000168411	0	.00	2	true
ENSG00000166233	0	.00	1	true
ENSG00000188488	0	.00	1	true
ENSG00000221974	0	.00	6	true
ENSG00000159111	0	.00	2	true
ENSG00000130706	0	.00	3	true
ENSG00000215262	0	.00	1	true
ENSG00000178691	0	.00	9	true
ENSG00000130707	0	.00	1	true
ENSG00000102226	0	.00	2	true
ENSG00000213088	0	.00	2	true
ENSG00000079805	0	.00	2	true
ENSG00000104881	0	.00	4	true
ENSG00000126215	0	.00	1	true
ENSG00000104432	0	.00	2	true
ENSG00000175198	0	.00	1	true
ENSG00000175197	0	.00	4	true
ENSG00000075426	0	.00	2	true
ENSG00000058091	0	.00	2	true
ENSG00000106615	0	.00	4	true
ENSG00000176046	0	.00	15	true
ENSG00000117748	0	.00	12	true
ENSG00000165392	0	.00	4	true
ENSG00000113387	0	.00	1	true
ENSG00000001631	0	.00	1	true
ENSG00000169756	0	.00	1	true
ENSG00000115561	0	.00	4	true
ENSG00000151617	0	.00	3	true
ENSG00000206306	0	.00	1	true
ENSG00000169750	0	.00	1	true
ENSG00000134283	0	.00	2	true
ENSG00000123159	0	.00	2	true
ENSG00000124006	0	.00	2	true
ENSG00000149308	0	.00	1	true
ENSG00000124486	0	.00	2	true
ENSG00000001626	0	.00	2	true
ENSG00000150760	0	.00	1	true
ENSG00000124491	0	.00	1	true
ENSG00000064300	0	.00	3	true
ENSG00000106605	0	.00	3	true
ENSG00000099860	0	.00	1	true
ENSG00000151612	0	.00	11	true
ENSG00000150768	0	.00	2	true
ENSG00000152944	0	.00	2	true
ENSG00000152942	0	.00	4	true
ENSG00000111199	0	.00	1	true
ENSG00000008256	0	.00	2	true
ENSG00000275338	0	.00	7	true
ENSG00000188021	0	.00	1	true
ENSG00000231314	0	.00	1	true
ENSG00000049167	0	.00	2	true
ENSG00000125347	0	1.00	1	false
ENSG00000006071	0	.00	2	true
ENSG00000127528	0	.00	1	true
ENSG00000147596	0	.00	7	true
ENSG00000061273	0	.00	2	true
ENSG00000102245	0	.00	1	true
ENSG00000161800	0	.00	4	true
ENSG00000184900	0	.00	3	true
ENSG00000168439	0	.00	2	true
ENSG00000160957	0	.00	1	true
ENSG00000080839	0	.00	4	true
ENSG00000104852	0	.00	10	true
ENSG00000104856	16	1.00	1	false
ENSG00000092820	0	.00	1	true
ENSG00000164082	0	.00	1	true
ENSG00000157388	0	.00	1	true
ENSG00000116833	0	.00	6	true
ENSG00000172943	0	.00	3	true
ENSG00000196911	0	.00	1	true
ENSG00000150753	0	.00	2	true
ENSG00000138622	0	.00	2	true
ENSG00000172936	0	.00	6	true
ENSG00000030582	0	.00	1	true
ENSG00000170759	0	.00	2	true
ENSG00000134262	0	.00	2	true
ENSG00000006062	0	.00	1	true
ENSG00000088325	0	.00	3	true
ENSG00000166266	0	.00	6	true
ENSG00000172939	0	.00	2	true
ENSG00000101347	0	.00	1	true
ENSG00000102678	0	.00	1	true
ENSG00000087470	0	.00	6	true
ENSG00000167118	0	.00	22	true
ENSG00000179588	0	.00	1	true
ENSG00000145391	0	.00	8	true
ENSG00000140939	0	.00	1	true
ENSG00000103995	0	.00	10	true
ENSG00000138639	0	.00	1	true
ENSG00000137309	0	.00	3	true
ENSG00000113318	0	.00	1	true
ENSG00000170775	0	.00	1	true
ENSG00000173801	0	.00	1	true
ENSG00000080824	0	.00	16	true
ENSG00000170776	0	.00	1	true
ENSG00000240682	0	.00	3	true
ENSG00000136450	0	.00	2	true
ENSG00000158220	0	.00	2	true
ENSG00000169783	0	.00	1	true
ENSG00000101336	0	.00	2	true
ENSG00000101335	0	.00	1	true
ENSG00000140941	0	.00	19	true
ENSG00000123143	0	.00	3	true
ENSG00000101333	0	.00	1	true
ENSG00000100030	0	.00	7	true
ENSG00000103540	0	.00	2	true
ENSG00000179115	0	.00	1	true
ENSG00000133398	0	.00	6	true
ENSG00000115524	0	.00	4	true
ENSG00000134242	0	.00	2	true
ENSG00000152910	0	.00	1	true
ENSG00000134243	0	.00	5	true
ENSG00000080815	0	.00	11	true
ENSG00000157368	0	.00	2	true
ENSG00000173812	0	.00	2	true
ENSG00000134248	0	.00	2	true
ENSG00000137752	0	.00	9	true
ENSG00000073282	0	.00	6	true
ENSG00000171634	0	.00	2	true
ENSG00000196935	0	.00	1	true
ENSG00000005194	0	.00	1	true
ENSG00000088305	0	.00	1	true
ENSG00000169313	0	.00	1	true
ENSG00000007372	0	.00	1	true
ENSG00000028277	0	.00	1	true
ENSG00000145386	0	.00	10	true
ENSG00000146232	16	1.00	1	false
ENSG00000083093	0	.00	10	true
ENSG00000085276	1	.00	6	true
ENSG00000145388	0	.00	2	true
ENSG00000221944	0	.00	1	true
ENSG00000101367	0	.00	4	true
ENSG00000243719	0	.00	1	true
ENSG00000123595	0	.00	2	true
ENSG00000104870	0	.00	2	true
ENSG00000183625	0	.00	12	true
ENSG00000143190	0	.00	1	true
ENSG00000160505	0	.00	1	true
ENSG00000156026	0	.00	3	true
ENSG00000241553	0	.00	5	true
ENSG00000166295	0	.00	1	true
ENSG00000139946	0	.00	1	true
ENSG00000134259	0	.00	4	true
ENSG00000170312	0	.00	16	true
ENSG00000172977	0	.00	9	true
ENSG00000136436	0	.00	1	true
ENSG00000196924	0	.00	14	true
ENSG00000112486	0	.00	1	true
ENSG00000274442	0	.00	3	true
ENSG00000030110	0	.00	5	true
ENSG00000100028	0	.00	3	true
ENSG00000148400	0	.00	6	true
ENSG00000160991	0	.00	2	true
ENSG00000162819	0	.00	4	true
ENSG00000064393	0	.00	2	true
ENSG00000136527	0	.00	2	true
ENSG00000133019	0	.00	1	true
ENSG00000116918	0	.00	3	true
ENSG00000111229	0	.00	5	true
ENSG00000189060	0	.00	2	true
ENSG00000158796	0	.00	2	true
ENSG00000135679	0	.00	17	true
ENSG00000170445	0	.00	1	true
ENSG00000276833	0	.00	2	true
ENSG00000128908	0	.00	2	true
ENSG00000197919	0	.00	1	true
ENSG00000005175	0	.00	2	true
ENSG00000054116	0	.00	11	true
ENSG00000102755	0	.00	2	true
ENSG00000183762	0	.00	1	true
ENSG00000108055	0	.00	5	true
ENSG00000102753	0	.00	1	true
ENSG00000161970	0	.00	1	true
ENSG00000101421	0	.00	4	true
ENSG00000183765	0	.00	2	true
ENSG00000184613	0	.00	1	true
ENSG00000213246	0	.00	1	true
ENSG00000156127	0	.00	1	true
ENSG00000181104	0	.00	4	true
ENSG00000077238	0	.00	2	true
ENSG00000090674	0	.00	1	true
ENSG00000077235	0	.00	1	true
ENSG00000134352	0	.00	7	true
ENSG00000110367	0	.00	3	true
ENSG00000077232	0	.00	1	true
ENSG00000133028	0	.00	1	true
ENSG00000006016	0	.00	1	true
ENSG00000170458	0	.00	2	true
ENSG00000133026	0	.00	1	true
ENSG00000076382	0	.00	5	true
ENSG00000197905	0	.00	1	true
ENSG00000132170	0	.00	7	true
ENSG00000167286	0	.00	1	true
ENSG00000174808	0	.00	1	true
ENSG00000091513	0	.00	2	true
ENSG00000153094	0	.00	1	true
ENSG00000179262	0	.00	1	true
ENSG00000177084	0	.00	1	true
ENSG00000101413	0	.00	4	true
ENSG00000101412	1	.00	16	true
ENSG00000089685	0	.00	11	true
ENSG00000092847	0	.00	5	true
ENSG00000100592	0	.00	1	true
ENSG00000156113	0	.00	3	true
ENSG00000171791	0	.00	11	true
ENSG00000076356	0	.00	1	true
ENSG00000158773	0	.00	2	true
ENSG00000112576	0	.00	3	true
ENSG00000132141	0	.00	1	true
