1171	ERICH3	127254
1172	TYW3	127253
1173	NKD1	85407
1174	TTLL12	23170
1175	RAB42	115273
1176	GPD1L	23171
1177	ABRAXAS2	23172
1178	DNAJC14	85406
1179	METAP1	23173
1180	EAF1	85403
1181	ZCCHC14	23174
1182	LPIN1	23175
1183	SEPT8	23176
1184	ANXA10	11199
1185	SUPT16H	11198
1186	DEFB133	403339
1187	ABCA2	20
1188	ABCA3	21
1189	ABCB7	22
1190	C5orf38	153571
1191	ABCF1	23
1192	IRX2	153572
1193	ABCA4	24
1194	ERLIN2	11160
1195	ABL1	25
1196	AOC1	26
1197	NUDT6	11162
1198	ZAR1L	646799
1199	ABL2	27
1200	C14orf1	11161
1201	ABO	28
1202	NUDT5	11164
1203	ABR	29
1204	NUDT4	11163
1205	ZC3H3	23144
1206	ASB17	127247
1207	BTNL9	153579
1208	SSPO	23145
1209	TIGD1	200765
1210	NACAD	23148
1211	FCHO1	23149
1212	PCGF6	84108
1213	ZIC4	84107
1214	CABS1	85438
1215	QRFPR	84109
1216	STON2	85439
1217	ZZEF1	23140
1218	DDIT4L	115265
1219	ANKLE2	23141
1220	C4orf17	84103
1221	ZCRB1	85437
1222	DCUN1D4	23142
1223	PRAM1	84106
1224	LRCH1	23143
1225	PCBD2	84105
1226	SOX21	11166
1227	ARL6	84100
1228	KRTAP13-1	140258
1229	NUDT3	11165
1230	PSIP1	11168
1231	SLC41A2	84102
1232	FSTL1	11167
1233	USP44	84101
1234	ACAA1	30
1235	WDHD1	11169
1236	ACACA	31
1237	ACACB	32
1238	ACADL	33
1239	ACADM	34
1240	ACADS	35
1241	STRAP	11171
1242	MARVELD2	153562
1243	ACADSB	36
1244	FAM107A	11170
1245	ACADVL	37
1246	ADAMTS7	11173
1247	OR9K2	441639
1248	ACAT1	38
1249	INSL6	11172
1250	ACAT2	39
1251	LOC644145	644145
1252	ADAMTS6	11174
1253	CLCC1	23155
