29153	1400
29153	1953
29153	221
29153	906
29153	771
29153	505
29153	1588
29153	798
29153	799
29153	294
29153	1723
29153	297
29153	2737
29153	308
29153	893
29153	985
5509	228
5509	442
4611	2215
4611	2778
11675	1116
11675	2812
11675	683
11675	1127
11675	322
9707	353
6043	1826
6043	130
6043	1592
6043	338
6043	1595
6043	2175
6043	2013
6043	1605
6043	2271
6043	104
6043	2443
6043	464
6043	2151
6043	1617
6043	31
6043	658
6043	73
6043	1628
6043	1696
18273	1812
18273	1164
18273	374
18273	1929
4922	694
4922	903
4922	1089
4922	1302
4922	474
4922	2811
4922	460
4922	1220
4922	557
4922	496
4922	497
4922	2936
4922	498
13244	694
13244	903
13244	2811
13244	460
13244	1089
13244	1220
13244	557
13244	496
13244	497
13244	474
13244	2936
3510	921
3510	927
14625	921
14625	927
21487	2395
9949	736
9949	1220
9949	2444
9949	1827
9949	2304
9949	1860
9949	1064
9949	1365
9949	1185
9949	1834
9949	1447
28892	2304
28892	1365
25933	2015
25933	2694
25933	2923
25933	1821
17697	1886
17697	1904
17697	1712
17697	1016
17697	111
17697	2121
17697	1025
17697	1516
17697	2649
17697	1048
17697	1542
17697	357
21842	2420
21842	1712
21842	2649
21842	2121
21842	1049
21842	1612
21842	2145
21842	111
21842	1104
21842	2819
21842	1020
21842	2069
21842	2820
21842	314
6450	1886
6450	1904
6450	2420
6450	1712
6450	2649
6450	2121
6450	1048
6450	1542
6450	1049
6450	357
6450	2145
6450	1612
6450	1016
6450	893
6450	111
6450	2820
6450	1104
6450	2819
6450	1020
6450	2069
6450	314
6450	1516
6450	1025
21614	539
21614	558
21614	541
21614	560
25010	1920
25010	2301
25010	2679
25010	1476
25010	800
25010	1927
25010	803
25010	1929
25010	22
25010	2312
25010	23
25010	2313
25010	1500
25010	2317
25010	25
25010	2321
25010	28
25010	1511
25010	31
25010	2325
25010	1514
25010	1211
25010	1516
25010	542
25010	1214
25010	1215
25010	43
25010	44
25010	1938
25010	47
25010	2335
25010	818
25010	53
25010	2341
25010	1527
25010	2696
25010	1538
25010	1542
25010	825
25010	1547
25010	1548
25010	1549
25010	1550
25010	1560
25010	1561
25010	1226
25010	557
25010	73
25010	1574
25010	82
25010	85
25010	2701
25010	2702
25010	1580
25010	1582
25010	92
25010	1959
25010	1591
25010	1592
25010	1595
25010	1235
25010	857
25010	104
25010	1609
25010	1239
25010	1242
25010	865
25010	1617
25010	111
25010	1968
25010	2407
25010	2410
25010	1628
25010	2408
25010	1248
25010	1640
25010	1648
25010	2428
25010	1659
25010	141
25010	2434
25010	1665
25010	2437
25010	146
25010	1667
25010	880
25010	2444
25010	575
25010	2445
25010	890
25010	893
25010	1689
25010	899
25010	2453
25010	1699
25010	166
25010	1700
25010	901
25010	905
25010	2717
25010	906
25010	1710
25010	587
25010	588
25010	1714
25010	913
25010	175
25010	180
25010	183
25010	184
25010	917
25010	921
25010	926
25010	928
25010	1728
25010	944
25010	950
25010	953
25010	221
25010	607
25010	2500
25010	2503
25010	962
25010	2730
25010	240
25010	246
25010	968
25010	255
25010	971
25010	2513
25010	975
25010	264
25010	980
25010	985
25010	989
25010	993
25010	994
25010	1765
25010	1005
25010	1768
25010	1770
25010	1772
25010	2531
25010	1781
25010	1283
25010	297
25010	299
25010	2003
25010	1012
25010	1784
25010	1016
25010	1025
25010	621
25010	2536
25010	1792
25010	625
25010	626
25010	1042
25010	341
25010	343
25010	350
25010	2012
25010	1048
25010	357
25010	1813
25010	1812
25010	1296
25010	1816
25010	631
25010	2023
25010	2025
25010	389
25010	1299
25010	1307
25010	2036
25010	1314
25010	655
25010	666
25010	1091
25010	1090
25010	1092
25010	2575
25010	2054
25010	2056
25010	411
25010	1324
25010	1337
25010	423
25010	1099
25010	1105
25010	2582
25010	696
25010	1115
25010	1829
25010	1834
25010	445
25010	1117
25010	460
25010	710
25010	2592
25010	2092
25010	483
25010	1376
25010	1140
25010	2600
25010	727
25010	1141
25010	2601
25010	488
25010	492
25010	2796
25010	1154
25010	739
25010	2120
25010	740
25010	2121
25010	2124
25010	2806
25010	2139
25010	1163
25010	748
25010	2146
25010	2147
25010	749
25010	2618
25010	2154
25010	2822
25010	2163
25010	2831
25010	755
25010	1872
25010	2838
25010	2621
25010	2175
25010	1410
25010	2188
25010	766
25010	2193
25010	2846
25010	2855
25010	1880
25010	2217
25010	2859
25010	2649
25010	2648
25010	776
25010	2236
25010	2878
25010	2655
25010	2880
25010	2247
25010	1443
25010	1895
25010	1896
25010	2888
25010	1901
25010	2893
25010	518
25010	1904
25010	2895
25010	2257
25010	2897
25010	525
25010	2900
25010	783
25010	1460
25010	2904
25010	2266
25010	2268
25010	2270
25010	2911
25010	2275
25010	2915
25010	2285
25010	2924
25010	2932
25010	2933
25010	2935
25010	795
25010	1919
28248	1641
28248	374
7686	2702
7686	1770
7686	1139
7686	1776
7686	1410
14220	1005
14220	2457
18522	275
18522	696
18522	1429
18522	287
18522	804
18522	860
18522	1163
18522	531
18522	1360
18522	1616
18522	1931
18522	2883
18522	1021
18522	1124
18522	2156
18522	1632
18522	570
18522	943
18522	44
18522	668
18522	47
18522	2499
18522	607
18522	2502
18522	820
18522	1876
18522	1372
18522	1337
18522	574
18522	2914
18522	1552
18522	1376
18522	2919
18522	69
18522	791
18522	2070
24862	2102
24862	991
24862	2103
24862	275
24862	2104
24862	696
24862	2105
24862	2106
24862	2107
24862	1301
24862	287
24862	804
24862	1486
24862	860
24862	1163
24862	531
24862	1317
24862	1360
24862	1616
24862	1931
24862	1021
24862	1630
24862	2156
24862	2890
24862	570
24862	943
24862	44
24862	47
24862	603
24862	2499
24862	605
24862	607
24862	2502
24862	1330
24862	1372
24862	1337
24862	574
24862	2914
24862	1552
24862	1376
24862	2919
24862	2070
24862	556
12702	668
12702	1429
12702	2605
12702	1480
12702	1876
12702	2664
12702	650
12702	2123
12702	2279
12702	2883
12702	69
12702	791
12702	1632
10864	1820
10864	2715
10864	2483
18719	1780
18957	2677
18957	2536
18957	1382
18957	515
18957	259
18957	1436
18957	265
18957	2627
18957	805
18957	38
18957	1929
15615	702
6030	1500
6030	465
6030	1191
1923	1500
1923	465
1923	1191
13660	1500
13660	465
13660	1191
23536	1208
1665	1260
