0	-	498638
1	-	498634
2	-	498637
3	-	498630
4	-	498633
5	-	498640
6	-	498627
7	-	498628
8	-	498626
9	-	498622
10	-	362401
11	-	362402
12	-	362409
13	-	362403
14	-	362404
15	-	362405
16	-	498618
17	-	303090
18	-	498610
19	-	498612
20	-	498615
21	-	362412
22	-	362416
23	-	362417
24	-	362414
25	-	362415
26	-	362418
27	-	362419
28	-	498607
29	-	498608
30	-	498605
31	-	498606
32	-	498609
33	-	498600
34	-	498603
35	-	498604
36	-	498601
37	-	63912
38	-	362423
39	-	362424
40	-	362425
41	-	362426
42	-	362427
43	-	362428
44	-	362429
45	-	288886
46	-	288887
47	-	288889
48	-	100306875
49	-	100306876
50	-	100306878
51	-	100306877
52	-	100306879
53	-	288891
54	-	288898
55	-	304604
56	-	304603
57	-	304601
58	-	304608
59	-	304606
60	-	304610
61	-	288866
62	-	288861
63	-	100306890
64	-	100306891
65	-	100306892
66	-	100306893
67	-	100306894
68	-	100306895
69	-	288868
70	-	100306896
71	-	288869
72	-	100306897
73	-	100306898
74	-	100306899
75	-	63938
76	-	288878
77	-	288875
78	-	288876
79	-	100306882
80	-	100306883
81	-	100306880
82	-	100306881
83	-	100306886
84	-	100306887
85	-	100306884
86	-	288879
87	-	100306885
88	-	100306889
89	-	100306888
90	-	288881
91	-	288880
92	-	362477
93	-	362479
94	-	362472
95	-	362473
96	-	362474
97	-	362480
98	-	288840
99	-	362481
100	-	362489
101	-	362488
102	-	362485
103	-	362486
104	-	362483
105	-	362484
106	-	100151767
107	-	288858
108	-	288850
109	-	362491
110	-	288851
111	-	362490
112	-	288854
113	-	100151773
114	-	362495
115	-	362498
116	-	288829
117	-	288828
118	-	288823
119	-	288822
120	-	288821
121	-	288839
122	-	288835
123	-	288838
124	-	63994
125	-	63995
126	-	288832
127	-	63996
128	-	288831
129	-	63997
130	-	288830
131	-	362437
132	-	362436
133	-	362439
134	-	362438
135	-	362433
136	-	362432
137	-	362434
138	-	362431
139	-	362430
140	-	288801
141	-	288805
142	-	288802
143	-	288803
144	-	288808
145	-	288806
146	-	362448
147	-	362447
148	-	362445
149	-	362443
150	-	362442
151	-	24691
152	-	362441
153	-	24694
154	-	362440
155	-	24693
156	-	24695
157	-	24697
158	-	24699
159	-	288810
160	-	288811
161	-	288813
162	-	288816
163	-	288818
164	-	24683
165	-	362451
166	-	362450
167	-	24681
168	-	362453
169	-	24680
170	-	362452
171	-	362455
172	-	362454
173	-	362457
174	-	362456
175	-	24688
176	-	24689
177	-	24686
178	-	24687
179	-	24684
180	-	24685
181	-	362460
182	-	24670
183	-	362464
184	-	362463
185	-	24672
186	-	24671
187	-	362461
188	-	362466
189	-	362465
190	-	24677
191	-	24678
192	-	24679
193	-	24673
194	-	24674
195	-	24675
196	-	326573
197	-	326574
198	-	326571
199	-	326572
200	-	684023
201	-	684021
202	-	24779
203	-	24778
204	-	24777
205	-	24775
206	-	326570
207	-	24773
208	-	24772
209	-	24770
210	-	24771
211	-	684016
212	-	684015
213	-	326569
214	-	326568
215	-	684019
216	-	326560
217	-	326561
218	-	326562
219	-	326563
220	-	326564
221	-	326565
222	-	684011
223	-	326566
224	-	326567
225	-	24788
226	-	24787
227	-	24784
228	-	24783
229	-	24786
230	-	24785
231	-	24780
232	-	24781
233	-	24782
234	-	684004
235	-	326559
236	-	684007
237	-	684006
238	-	684009
239	-	684001
240	-	100190885
241	-	100190886
242	-	24752
243	-	24751
244	-	24750
245	-	24754
246	-	304592
247	-	304591
248	-	304579
249	-	24769
250	-	100190895
251	-	24761
252	-	24763
253	-	24766
254	-	24765
255	-	24768
256	-	24767
257	-	304581
258	-	304580
259	-	304582
260	-	303002
261	-	24735
262	-	303004
263	-	24733
264	-	303000
265	-	684063
266	-	326530
267	-	24738
268	-	326534
269	-	684066
270	-	326533
271	-	684065
272	-	24736
273	-	326532
274	-	684064
275	-	24737
276	-	326531
277	-	326526
278	-	326527
279	-	326524
280	-	326525
281	-	326528
282	-	326529
283	-	360268
284	-	24746
285	-	684050
286	-	684051
287	-	24747
288	-	326521
289	-	24748
290	-	326520
291	-	684056
292	-	326523
293	-	684055
294	-	326522
295	-	326513
296	-	684047
297	-	326514
298	-	326515
299	-	326516
300	-	326517
301	-	326518
302	-	326519
303	-	360254
304	-	292686
305	-	292687
306	-	292688
307	-	24710
308	-	24711
309	-	24716
310	-	326556
311	-	24717
312	-	326555
313	-	24714
314	-	684042
315	-	292680
316	-	24715
317	-	684041
318	-	292681
319	-	326551
320	-	292683
321	-	24718
322	-	326550
323	-	292684
324	-	24719
325	-	684037
326	-	326548
327	-	684038
328	-	326549
329	-	684035
330	-	326546
331	-	684036
332	-	326547
333	-	292699
334	-	292696
335	-	292697
336	-	24720
337	-	24721
338	-	24722
339	-	24723
340	-	24724
341	-	292690
342	-	24725
343	-	326543
344	-	24726
345	-	326542
346	-	326545
347	-	326544
348	-	326541
349	-	326540
350	-	684028
351	-	326539
352	-	684029
353	-	684024
354	-	326535
355	-	326536
356	-	684026
357	-	326537
358	-	326538
359	-	360272
360	-	114629
361	-	114628
362	-	303039
363	-	360229
364	-	304530
365	-	360228
366	-	304528
367	-	292662
368	-	304529
369	-	292661
370	-	114630
371	-	292668
372	-	292666
373	-	303029
374	-	304522
375	-	304521
376	-	114612
377	-	114613
378	-	292671
379	-	292673
380	-	24708
381	-	292672
382	-	24706
383	-	24705
384	-	304514
385	-	24703
386	-	24701
387	-	303037
388	-	692048
389	-	303019
390	-	498693
391	-	692047
392	-	498695
393	-	692049
394	-	692044
395	-	360243
396	-	692043
397	-	692046
